actas_counted,actas_percentage,actas_total,blank_votes,created_at,id,null_votes,percentage_gap,pos1_candidate_name,pos1_percentage,pos1_votes,pos2_candidate_id,pos2_candidate_name,pos2_party_id,pos2_party_name,pos2_percentage,pos2_percentage_emitted,pos2_votes,pos3_candidate_id,pos3_candidate_name,pos3_party_id,pos3_party_name,pos3_percentage,pos3_percentage_emitted,pos3_votes,region_code,timestamp,total_emitted_votes,total_valid_votes,vote_gap
5154,97.209,5302,154360,2026-04-24T20:00:08.194198+00:00,780,71687,1.134,KEIKO SOFIA FUJIMORI HIGUCHI,20.23,183763,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,9.389,7.518,85288,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.255,6.61,74991,120000,2026-04-25T01:00:06.936892+00:00,1134430,908383,10297
3519,98.022,3590,98255,2026-04-24T20:00:08.527521+00:00,781,48297,2.054,KEIKO SOFIA FUJIMORI HIGUCHI,26.4,173123,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,10.66,8.713,69904,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.606,7.034,56434,130000,2026-04-25T01:00:07.805415+00:00,802312,655760,13470
27970,95.634,29247,530735,2026-04-24T20:00:08.83244+00:00,782,244712,-16.647,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.918,1161387,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.271,2.887,190729,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.918,17.58,1161387,140000,2026-04-25T01:00:07.918048+00:00,6606351,5830904,-970658
88487,95.387,92766,2251402,2026-04-24T20:45:03.34852+00:00,783,970745,0.143,KEIKO SOFIA FUJIMORI HIGUCHI,17.06,2736438,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.042,10.028,1931558,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.899,9.909,1908599,TOTAL,2026-04-25T01:45:02.71909+00:00,19262206,16040059,22959
86286,95.636,90223,2187954,2026-04-24T20:45:03.718454+00:00,784,952445,0.532,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2691519,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.203,10.177,1924698,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.671,9.733,1840726,PERU,2026-04-25T01:45:02.720512+00:00,18912801,15772402,83972
2201,86.551,2543,61540,2026-04-24T20:45:03.910874+00:00,785,17786,-22.956,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,25.493,66909,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,2.537,1.948,6658,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,25.493,19.577,66909,EXTRANJERO,2026-04-25T01:45:03.461574+00:00,341782,262456,-60251
1282,97.342,1317,38347,2026-04-24T20:45:04.460267+00:00,786,13914,37.722,ROBERTO HELBERT SANCHEZ PALOMINO,40.877,79312,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,40.877,32.203,79312,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.155,2.486,6122,030000,2026-04-25T01:45:04.031567+00:00,246288,194027,73190
2197,93.849,2341,68516,2026-04-24T20:45:05.428057+00:00,787,23106,23.479,ROBERTO HELBERT SANCHEZ PALOMINO,29.43,94816,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,29.43,22.913,94816,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.951,4.633,19173,090000,2026-04-25T01:45:04.986147+00:00,413802,322180,75643
5155,97.227,5302,154360,2026-04-24T20:45:05.9695+00:00,788,71687,1.134,KEIKO SOFIA FUJIMORI HIGUCHI,20.23,183763,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,9.389,7.518,85288,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.255,6.61,74991,120000,2026-04-25T01:45:05.614273+00:00,1134430,908383,10297
27973,95.644,29247,530735,2026-04-24T20:45:06.368064+00:00,789,244712,-16.647,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.918,1161387,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.271,2.887,190729,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.918,17.58,1161387,140000,2026-04-25T01:45:05.812581+00:00,6606351,5830904,-970658
2201,86.551,2543,63448,2026-04-24T21:00:05.449193+00:00,790,18300,-22.795,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,25.358,67873,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,2.563,1.963,6860,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,25.358,19.425,67873,EXTRANJERO,2026-04-25T02:00:04.784253+00:00,349405,267657,-61013
1282,97.342,1317,38697,2026-04-24T21:00:06.189399+00:00,791,14112,37.814,ROBERTO HELBERT SANCHEZ PALOMINO,40.972,80274,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,40.972,32.273,80274,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.158,2.487,6187,030000,2026-04-25T02:00:05.633294+00:00,248735,195926,74087
2197,93.849,2341,68553,2026-04-24T21:00:07.613957+00:00,792,23122,23.474,ROBERTO HELBERT SANCHEZ PALOMINO,29.424,94841,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,29.424,22.909,94841,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.95,4.633,19179,090000,2026-04-25T02:00:06.85707+00:00,413998,322323,75662
5155,97.227,5302,154408,2026-04-24T21:00:08.106768+00:00,793,71699,1.138,KEIKO SOFIA FUJIMORI HIGUCHI,20.228,183784,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,9.392,7.52,85333,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.254,6.609,74996,120000,2026-04-25T02:00:07.249328+00:00,1134672,908565,10337
3534,98.44,3590,98850,2026-04-24T21:00:08.393606+00:00,794,48520,2.126,KEIKO SOFIA FUJIMORI HIGUCHI,26.405,173724,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,10.714,8.754,70491,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.588,7.016,56499,130000,2026-04-25T02:00:07.742575+00:00,805282,657912,13992
27973,95.644,29247,530820,2026-04-24T21:00:09.062503+00:00,795,244872,-16.646,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.917,1161459,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.271,2.887,190769,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.917,17.579,1161459,140000,2026-04-25T02:00:07.800016+00:00,6607208,5831516,-970690
556,96.194,578,11508,2026-04-24T21:00:09.81895+00:00,796,5010,7.113,ROBERTO HELBERT SANCHEZ PALOMINO,12.895,14160,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.895,11.209,14160,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.782,5.026,6349,170000,2026-04-25T02:00:08.5889+00:00,126325,109807,7811
86286,95.636,90223,2188537,2026-04-24T21:30:04.010222+00:00,797,952642,0.537,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2691987,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.206,10.179,1925522,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.732,1840820,PERU,2026-04-25T02:30:03.769983+00:00,18915984,15774805,84702
88487,95.387,92766,2252825,2026-04-24T21:30:04.318097+00:00,798,971475,0.145,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2737395,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.044,10.029,1932450,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.899,9.908,1909161,TOTAL,2026-04-25T02:30:03.811266+00:00,19269331,16045031,23289
2197,93.849,2341,68610,2026-04-24T21:30:05.890771+00:00,799,23158,23.472,ROBERTO HELBERT SANCHEZ PALOMINO,29.426,94933,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,29.426,22.91,94933,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.954,4.635,19207,090000,2026-04-25T02:30:05.445923+00:00,414380,322612,75726
88524,95.427,92766,2252825,2026-04-24T21:45:03.736851+00:00,800,971475,0.145,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2737395,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.044,10.029,1932450,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.899,9.908,1909161,TOTAL,2026-04-25T02:45:02.965166+00:00,19269331,16045031,23289
86302,95.654,90223,2188537,2026-04-24T21:45:04.053431+00:00,801,952642,0.537,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2691987,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.206,10.179,1925522,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.732,1840820,PERU,2026-04-25T02:45:03.005736+00:00,18915984,15774805,84702
2222,87.377,2543,64288,2026-04-24T21:45:04.289464+00:00,802,18833,-22.726,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,25.29,68341,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,2.564,1.961,6928,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,25.29,19.341,68341,EXTRANJERO,2026-04-25T02:45:03.064946+00:00,353347,270226,-61413
1286,97.646,1317,38849,2026-04-24T21:45:04.879+00:00,803,14171,37.875,ROBERTO HELBERT SANCHEZ PALOMINO,41.029,80687,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,41.029,32.317,80687,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.154,2.484,6203,030000,2026-04-25T02:45:04.523425+00:00,249677,196657,74484
2199,93.934,2341,68610,2026-04-24T21:45:05.907952+00:00,804,23158,23.472,ROBERTO HELBERT SANCHEZ PALOMINO,29.426,94933,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,29.426,22.91,94933,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.954,4.635,19207,090000,2026-04-25T02:45:05.431279+00:00,414380,322612,75726
3544,98.719,3590,99224,2026-04-24T21:45:06.581065+00:00,805,48622,2.163,KEIKO SOFIA FUJIMORI HIGUCHI,26.415,174150,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,10.74,8.773,70810,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.577,7.006,56549,130000,2026-04-25T02:45:06.042267+00:00,807141,659295,14261
86310,95.663,90223,2188779,2026-04-24T22:30:05.090586+00:00,806,952726,0.537,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2692296,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.206,10.179,1925715,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.731,1840910,PERU,2026-04-25T03:30:04.358043+00:00,18917816,15776311,84805
88540,95.444,92766,2253210,2026-04-24T22:30:05.390576+00:00,807,971710,0.144,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2737878,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.028,1932673,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.899,9.908,1909480,TOTAL,2026-04-25T03:30:04.359461+00:00,19272440,16047520,23193
2230,87.692,2543,64431,2026-04-24T22:30:05.600107+00:00,808,18984,-22.717,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,25.283,68570,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,2.566,1.962,6958,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,25.283,19.336,68570,EXTRANJERO,2026-04-25T03:30:04.455723+00:00,354624,271209,-61612
2293,93.86,2443,67053,2026-04-24T22:30:07.163364+00:00,809,27046,-1.689,KEIKO SOFIA FUJIMORI HIGUCHI,20.327,92146,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,7.71,6.384,34950,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,9.399,7.783,42607,100000,2026-04-25T03:30:06.848011+00:00,547425,453326,-7657
3545,98.747,3590,99256,2026-04-24T22:30:07.724662+00:00,810,48633,2.167,KEIKO SOFIA FUJIMORI HIGUCHI,26.415,174195,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,10.743,8.775,70846,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.576,7.005,56553,130000,2026-04-25T03:30:07.346813+00:00,807339,659450,14293
86310,95.663,90223,2188918,2026-04-24T23:30:04.520963+00:00,811,952775,0.537,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2692405,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.206,10.179,1925781,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.731,1840965,PERU,2026-04-25T04:30:03.886405+00:00,18918702,15777009,84816
88540,95.444,92766,2253349,2026-04-24T23:30:04.805503+00:00,812,971759,0.144,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2737987,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.028,1932739,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.899,9.908,1909535,TOTAL,2026-04-25T04:30:03.927741+00:00,19273326,16048218,23204
88544,95.449,92766,2253349,2026-04-24T23:45:03.287143+00:00,813,971759,0.144,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2737987,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.028,1932739,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.899,9.908,1909535,TOTAL,2026-04-25T04:45:02.645113+00:00,19273326,16048218,23204
86314,95.667,90223,2188918,2026-04-24T23:45:03.534074+00:00,814,952775,0.537,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2692405,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.206,10.179,1925781,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.731,1840965,PERU,2026-04-25T04:45:02.685698+00:00,18918702,15777009,84816
2297,94.024,2443,67192,2026-04-24T23:45:05.156653+00:00,815,27095,-1.684,KEIKO SOFIA FUJIMORI HIGUCHI,20.319,92255,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,7.712,6.386,35016,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,9.396,7.781,42662,100000,2026-04-25T04:45:04.790811+00:00,548311,454024,-7646
86320,95.674,90223,2189097,2026-04-25T03:30:04.672674+00:00,816,952849,0.538,KEIKO SOFIA FUJIMORI HIGUCHI,17.065,2692630,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.206,10.179,1925881,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.731,1841066,PERU,2026-04-25T08:30:03.800377+00:00,18920223,15778277,84815
88544,95.449,92766,2253528,2026-04-25T03:30:04.941247+00:00,817,971833,0.145,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2738212,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.028,1932839,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.898,9.907,1909636,TOTAL,2026-04-25T08:30:03.841422+00:00,19274847,16049486,23203
88550,95.455,92766,2253528,2026-04-25T03:45:03.625623+00:00,818,971833,0.145,KEIKO SOFIA FUJIMORI HIGUCHI,17.061,2738212,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.028,1932839,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.898,9.907,1909636,TOTAL,2026-04-25T08:45:02.805976+00:00,19274847,16049486,23203
2303,94.269,2443,67371,2026-04-25T03:45:05.341414+00:00,819,27169,-1.679,KEIKO SOFIA FUJIMORI HIGUCHI,20.312,92480,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,7.713,6.387,35116,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,9.392,7.777,42763,100000,2026-04-25T08:45:04.999204+00:00,549832,455292,-7647
86344,95.701,90223,2189701,2026-04-25T05:00:04.771352+00:00,820,953172,0.537,KEIKO SOFIA FUJIMORI HIGUCHI,17.066,2693560,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.205,10.178,1926280,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.73,1841586,PERU,2026-04-25T10:00:04.345035+00:00,18925930,15783057,84694
88574,95.481,92766,2254132,2026-04-25T05:00:05.04621+00:00,821,972156,0.144,KEIKO SOFIA FUJIMORI HIGUCHI,17.062,2739142,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.042,10.027,1933238,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.898,9.907,1910156,TOTAL,2026-04-25T10:00:04.385629+00:00,19280554,16054266,23082
2364,92.961,2543,69120,2026-05-02T20:30:06.275106+00:00,1489,21038,-22.519,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,25.11,72474,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,2.591,1.974,7477,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,25.11,19.133,72474,EXTRANJERO,2026-05-03T01:30:05.069182+00:00,378784,288626,-64997
4200,99.644,4215,74719,2026-05-02T20:30:07.208582+00:00,1490,38756,-0.512,JORGE NIETO MONTESINOS,18.641,163506,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,10.085,8.93,88460,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,10.597,9.383,92954,040000,2026-05-03T01:30:06.767126+00:00,990615,877140,-4494
2373,97.135,2443,69353,2026-05-02T20:30:08.185291+00:00,1491,28257,-1.66,KEIKO SOFIA FUJIMORI HIGUCHI,20.333,95355,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,7.728,6.397,36242,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,9.388,7.77,44026,100000,2026-05-03T01:30:07.591152+00:00,566580,468970,-7784
3681,99.729,3691,107155,2026-05-02T20:30:08.359366+00:00,1492,42057,4.705,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,108291,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.293,9.952,77977,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,7.588,6.143,48132,110000,2026-05-03T01:30:07.832225+00:00,783515,634303,29845
28474,97.357,29247,541371,2026-05-02T20:30:08.980644+00:00,1493,251231,-16.607,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.891,1180064,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.284,2.897,194807,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.891,17.546,1180064,140000,2026-05-03T01:30:08.464492+00:00,6725362,5932760,-985257
2460,97.08,2534,101600,2026-05-02T20:30:10.10212+00:00,1494,37570,17.945,ROBERTO HELBERT SANCHEZ PALOMINO,23.825,90282,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,23.825,17.425,90282,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.88,4.3,22281,210000,2026-05-03T01:30:09.646017+00:00,518109,378939,68001
88243,97.805,90223,2244961,2026-05-03T14:00:06.482029+00:00,1522,982134,0.577,KEIKO SOFIA FUJIMORI HIGUCHI,17.135,2760744,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.215,10.177,1968027,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.638,9.696,1875026,PERU,2026-05-03T19:00:05.988828+00:00,19338434,16111339,93001
90647,97.716,92766,2315432,2026-05-03T14:00:06.867362+00:00,1523,1003918,0.165,KEIKO SOFIA FUJIMORI HIGUCHI,17.131,2810271,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.016,1975616,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.878,9.879,1948467,TOTAL,2026-05-03T19:00:06.030819+00:00,19723870,16404520,27149
28478,97.371,29247,541508,2026-05-03T14:00:09.461095+00:00,1524,251295,-16.608,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.891,1180328,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.283,2.896,194842,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.891,17.547,1180328,140000,2026-05-03T19:00:09.125134+00:00,6726817,5934014,-985486
88311,97.881,90223,2246592,2026-05-03T22:30:05.973381+00:00,1554,982748,0.572,KEIKO SOFIA FUJIMORI HIGUCHI,17.135,2762220,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.215,10.177,1969145,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.643,9.699,1876802,PERU,2026-05-04T03:30:04.864331+00:00,19349534,16120194,92343
90722,97.797,92766,2317304,2026-05-04T11:00:06.646463+00:00,1573,1004603,0.16,KEIKO SOFIA FUJIMORI HIGUCHI,17.131,2812033,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.016,1976792,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.883,9.883,1950484,TOTAL,2026-05-04T16:00:05.848221+00:00,19736660,16414753,26308
88318,97.889,90223,2246833,2026-05-04T11:00:07.124681+00:00,1574,982819,0.572,KEIKO SOFIA FUJIMORI HIGUCHI,17.135,2762506,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.215,10.176,1969203,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.643,9.7,1877043,PERU,2026-05-04T16:00:05.889379+00:00,19351224,16121572,92160
5283,99.642,5302,158923,2026-05-04T11:00:09.76503+00:00,1575,73682,1.301,KEIKO SOFIA FUJIMORI HIGUCHI,20.256,188319,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,9.48,7.583,88135,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.179,6.542,76041,120000,2026-05-04T16:00:09.058714+00:00,1162294,929689,12094
28510,97.48,29247,542025,2026-05-04T11:00:10.292312+00:00,1576,251445,-16.618,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.9,1182123,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.282,2.895,194936,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.9,17.555,1182123,140000,2026-05-04T16:00:09.512117+00:00,6733663,5940193,-987187
795,99.127,802,21945,2026-05-04T11:00:11.22143+00:00,1577,7970,12.011,KEIKO SOFIA FUJIMORI HIGUCHI,18.814,21621,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,18.628,14.78,21407,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.617,5.25,7604,180000,2026-05-04T16:00:10.682405+00:00,144833,114918,13803
90734,97.81,92766,2317642,2026-05-04T17:15:03.996181+00:00,1599,1004831,0.159,KEIKO SOFIA FUJIMORI HIGUCHI,17.132,2812523,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.042,10.015,1976946,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.883,9.883,1950775,TOTAL,2026-05-04T22:15:03.009717+00:00,19739297,16416824,26171
