actas_counted,actas_percentage,actas_total,blank_votes,created_at,id,null_votes,percentage_gap,pos1_candidate_name,pos1_percentage,pos1_votes,pos2_candidate_id,pos2_candidate_name,pos2_party_id,pos2_party_name,pos2_percentage,pos2_percentage_emitted,pos2_votes,pos3_candidate_id,pos3_candidate_name,pos3_party_id,pos3_party_name,pos3_percentage,pos3_percentage_emitted,pos3_votes,region_code,timestamp,total_emitted_votes,total_valid_votes,vote_gap
86878,96.293,90223,2204755,2026-04-27T15:30:05.292197+00:00,1010,961551,0.549,KEIKO SOFIA FUJIMORI HIGUCHI,17.078,2711421,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.208,10.179,1938283,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.659,9.721,1851092,PERU,2026-04-27T20:30:04.215358+00:00,19042896,15876590,87191
1885,99.211,1900,52467,2026-04-27T15:30:06.400756+00:00,1011,18783,28.577,ROBERTO HELBERT SANCHEZ PALOMINO,31.312,88274,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,31.312,24.995,88274,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,2.735,2.183,7711,050000,2026-04-27T20:30:05.854048+00:00,353169,281919,80563
28195,96.403,29247,535964,2026-04-27T15:30:08.067438+00:00,1012,248045,-16.599,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.882,1168160,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.283,2.896,192878,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.882,17.542,1168160,140000,2026-04-27T20:30:07.570693+00:00,6659332,5875323,-975282
89206,96.162,92766,2272618,2026-04-27T16:00:05.47651+00:00,1013,982197,0.142,KEIKO SOFIA FUJIMORI HIGUCHI,17.074,2759298,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.039,10.021,1945658,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.902,1922574,TOTAL,2026-04-27T21:00:04.938898+00:00,19415626,16160811,23084
86878,96.293,90223,2204815,2026-04-27T16:00:05.781469+00:00,1014,961573,0.548,KEIKO SOFIA FUJIMORI HIGUCHI,17.078,2711479,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.208,10.178,1938318,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.66,9.721,1851207,PERU,2026-04-27T21:00:04.940378+00:00,19043565,15877177,87111
86881,96.296,90223,2204815,2026-04-27T16:15:03.348561+00:00,1015,961573,0.548,KEIKO SOFIA FUJIMORI HIGUCHI,17.078,2711479,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.208,10.178,1938318,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.66,9.721,1851207,PERU,2026-04-27T21:15:02.745988+00:00,19043565,15877177,87111
89209,96.166,92766,2272618,2026-04-27T16:15:03.611579+00:00,1016,982197,0.142,KEIKO SOFIA FUJIMORI HIGUCHI,17.074,2759298,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.039,10.021,1945658,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.902,1922574,TOTAL,2026-04-27T21:15:02.747448+00:00,19415626,16160811,23084
28196,96.406,29247,535975,2026-04-27T16:15:06.17837+00:00,1017,248051,-16.6,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.883,1168245,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.283,2.896,192880,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.883,17.542,1168245,140000,2026-04-27T21:15:05.526208+00:00,6659563,5875537,-975365
558,96.54,578,11557,2026-04-27T16:15:06.796019+00:00,1018,5026,7.092,ROBERTO HELBERT SANCHEZ PALOMINO,12.882,14193,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.882,11.196,14193,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.79,5.032,6379,170000,2026-04-27T21:15:05.983789+00:00,126763,110180,7814
86894,96.31,90223,2205044,2026-04-27T16:45:03.590001+00:00,1019,961709,0.546,KEIKO SOFIA FUJIMORI HIGUCHI,17.077,2711747,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.207,10.177,1938464,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.661,9.722,1851706,PERU,2026-04-27T21:45:02.743543+00:00,19046587,15879834,86758
89209,96.166,92766,2272847,2026-04-27T16:45:03.983768+00:00,1020,982333,0.14,KEIKO SOFIA FUJIMORI HIGUCHI,17.073,2759566,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.038,10.02,1945804,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.898,9.903,1923073,TOTAL,2026-04-27T21:45:02.785287+00:00,19418648,16163468,22731
28201,96.424,29247,536024,2026-04-27T16:45:06.322047+00:00,1021,248074,-16.604,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.886,1168619,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.282,2.896,192891,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.886,17.545,1168619,140000,2026-04-27T21:45:05.876001+00:00,6660709,5876611,-975728
566,97.924,578,11737,2026-04-27T16:45:07.04578+00:00,1022,5139,7.001,ROBERTO HELBERT SANCHEZ PALOMINO,12.82,14328,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.82,11.138,14328,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.819,5.056,6504,170000,2026-04-27T21:45:06.502994+00:00,128639,111763,7824
89222,96.18,92766,2272847,2026-04-27T17:00:06.500691+00:00,1023,982333,0.14,KEIKO SOFIA FUJIMORI HIGUCHI,17.073,2759566,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.038,10.02,1945804,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.898,9.903,1923073,TOTAL,2026-04-27T22:00:05.305795+00:00,19418648,16163468,22731
86902,96.319,90223,2205227,2026-04-27T17:30:04.567023+00:00,1024,961813,0.546,KEIKO SOFIA FUJIMORI HIGUCHI,17.076,2711978,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.207,10.177,1938590,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.661,9.722,1851862,PERU,2026-04-27T22:30:04.121276+00:00,19048476,15881436,86728
89230,96.188,92766,2273030,2026-04-27T17:30:04.903765+00:00,1025,982437,0.141,KEIKO SOFIA FUJIMORI HIGUCHI,17.073,2759797,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.038,10.02,1945930,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.903,1923229,TOTAL,2026-04-27T22:30:04.162894+00:00,19420537,16165070,22701
3560,99.164,3590,99608,2026-04-27T17:30:07.269826+00:00,1026,49489,2.173,KEIKO SOFIA FUJIMORI HIGUCHI,26.42,174833,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,10.747,8.771,71118,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,8.574,6.997,56737,130000,2026-04-27T22:30:06.753988+00:00,810854,661757,14381
570,98.616,578,11840,2026-04-27T17:30:08.051925+00:00,1027,5184,6.991,ROBERTO HELBERT SANCHEZ PALOMINO,12.805,14414,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.805,11.123,14414,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.814,5.051,6545,170000,2026-04-27T22:30:07.680328+00:00,129591,112567,7869
89230,96.188,92766,2273104,2026-04-27T18:00:06.084593+00:00,1028,982466,0.141,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,2759819,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.038,10.02,1946081,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.903,1923245,TOTAL,2026-04-27T23:00:05.453206+00:00,19421118,16165548,22836
86906,96.324,90223,2205301,2026-04-27T18:00:06.427415+00:00,1029,961842,0.547,KEIKO SOFIA FUJIMORI HIGUCHI,17.076,2712000,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.207,10.178,1938741,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.66,9.722,1851878,PERU,2026-04-27T23:00:05.49452+00:00,19049057,15881914,86863
3320,95.622,3472,99747,2026-04-27T18:00:07.188804+00:00,1030,47457,8.865,KEIKO SOFIA FUJIMORI HIGUCHI,17.99,93621,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,14.904,11.618,77562,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.039,4.707,31426,020000,2026-04-27T23:00:06.745137+00:00,667609,520405,46136
571,98.789,578,11855,2026-04-27T18:00:09.850173+00:00,1031,5196,7.037,ROBERTO HELBERT SANCHEZ PALOMINO,12.845,14478,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.845,11.157,14478,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.808,5.044,6546,170000,2026-04-27T23:00:09.386695+00:00,129767,112716,7932
1026,98.559,1041,18630,2026-04-27T18:00:10.875069+00:00,1032,9064,5.645,RICARDO PABLO BELMONT CASSINELLI,14.627,31839,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.867,10.527,25830,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.222,5.52,13544,220000,2026-04-27T23:00:10.465141+00:00,245362,217668,12286
89234,96.193,92766,2273104,2026-04-27T18:15:03.437848+00:00,1033,982466,0.141,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,2759819,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.038,10.02,1946081,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.903,1923245,TOTAL,2026-04-27T23:15:03.105839+00:00,19421118,16165548,22836
86926,96.346,90223,2205881,2026-04-27T18:30:04.702053+00:00,1034,962092,0.548,KEIKO SOFIA FUJIMORI HIGUCHI,17.076,2712506,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.208,10.178,1939306,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.66,9.721,1852206,PERU,2026-04-27T23:30:04.365182+00:00,19053084,15885111,87100
89234,96.193,92766,2273684,2026-04-27T18:30:04.990708+00:00,1035,982716,0.143,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,2760325,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.04,10.021,1946646,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.902,1923573,TOTAL,2026-04-27T23:30:04.406766+00:00,19425145,16168745,23073
3331,95.939,3472,99747,2026-04-27T18:30:05.574527+00:00,1036,47457,8.865,KEIKO SOFIA FUJIMORI HIGUCHI,17.99,93621,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,14.904,11.618,77562,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.039,4.707,31426,020000,2026-04-27T23:30:05.072318+00:00,667609,520405,46136
1886,99.263,1900,52467,2026-04-27T18:30:06.121509+00:00,1037,18783,28.577,ROBERTO HELBERT SANCHEZ PALOMINO,31.312,88274,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,31.312,24.995,88274,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,2.735,2.183,7711,050000,2026-04-27T23:30:05.654824+00:00,353169,281919,80563
28203,96.43,29247,536024,2026-04-27T18:30:07.587313+00:00,1038,248074,-16.604,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.886,1168619,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.282,2.896,192891,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.886,17.545,1168619,140000,2026-04-27T23:30:07.218953+00:00,6660709,5876611,-975728
2793,96.377,2898,60026,2026-04-27T18:30:09.149372+00:00,1039,28186,-11.975,KEIKO SOFIA FUJIMORI HIGUCHI,20.677,115222,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.01,2.598,16772,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,14.985,12.937,83504,240000,2026-04-27T23:30:08.700187+00:00,645450,557238,-66732
89254,96.214,92766,2273684,2026-04-27T18:45:03.829107+00:00,1040,982716,0.143,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,2760325,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.04,10.021,1946646,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.897,9.902,1923573,TOTAL,2026-04-27T23:45:02.964834+00:00,19425145,16168745,23073
3331,95.939,3472,100124,2026-04-27T18:45:04.642751+00:00,1041,47644,8.918,KEIKO SOFIA FUJIMORI HIGUCHI,17.974,93775,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,14.952,11.652,78009,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.034,4.702,31480,020000,2026-04-27T23:45:04.115898+00:00,669508,521740,46529
1886,99.263,1900,52484,2026-04-27T18:45:05.615427+00:00,1042,18796,28.565,ROBERTO HELBERT SANCHEZ PALOMINO,31.301,88308,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,31.301,24.988,88308,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,2.736,2.184,7720,050000,2026-04-27T23:45:04.904066+00:00,353408,282128,80588
28203,96.43,29247,536052,2026-04-27T18:45:07.309572+00:00,1043,248087,-16.605,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.887,1168759,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.282,2.896,192902,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.887,17.546,1168759,140000,2026-04-27T23:45:06.816636+00:00,6661172,5877033,-975857
1027,98.655,1041,18653,2026-04-27T18:45:08.783941+00:00,1044,9069,5.639,RICARDO PABLO BELMONT CASSINELLI,14.626,31867,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.862,10.523,25845,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.223,5.521,13560,220000,2026-04-27T23:45:08.280529+00:00,245607,217885,12285
2793,96.377,2898,60161,2026-04-27T18:45:09.273554+00:00,1045,28218,-11.963,KEIKO SOFIA FUJIMORI HIGUCHI,20.686,115479,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.015,2.603,16830,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,14.978,12.931,83613,240000,2026-04-27T23:45:08.593952+00:00,646631,558252,-66783
89254,96.214,92766,2274215,2026-04-27T20:15:03.156363+00:00,1046,983008,0.143,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,2760869,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.039,10.021,1947035,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.896,9.902,1923827,TOTAL,2026-04-28T01:15:02.726113+00:00,19429425,16172202,23208
86945,96.367,90223,2206412,2026-04-27T20:15:03.598276+00:00,1047,962384,0.549,KEIKO SOFIA FUJIMORI HIGUCHI,17.075,2713050,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.208,10.178,1939695,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.659,9.72,1852460,PERU,2026-04-28T01:15:02.767113+00:00,19057364,15888568,87235
3346,96.371,3472,100579,2026-04-27T20:15:04.225252+00:00,1048,47869,8.881,KEIKO SOFIA FUJIMORI HIGUCHI,17.972,94241,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,14.923,11.63,78252,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.042,4.709,31683,020000,2026-04-28T01:15:03.734078+00:00,672835,524387,46569
3361,98.94,3397,77090,2026-04-27T20:15:07.0492+00:00,1049,40197,22.984,ROBERTO HELBERT SANCHEZ PALOMINO,24.901,160435,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,24.901,21.066,160435,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,1.917,1.622,12354,200000,2026-04-28T01:15:06.65804+00:00,761591,644304,148081
1029,98.847,1041,18691,2026-04-27T20:15:07.543372+00:00,1050,9077,5.66,RICARDO PABLO BELMONT CASSINELLI,14.628,31937,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.874,10.534,25924,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.214,5.513,13567,220000,2026-04-28T01:15:07.16248+00:00,246096,218328,12357
2794,96.411,2898,60176,2026-04-27T20:15:07.929195+00:00,1051,28266,-11.966,KEIKO SOFIA FUJIMORI HIGUCHI,20.687,115526,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.014,2.602,16832,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,14.98,12.932,83657,240000,2026-04-28T01:15:07.368397+00:00,646898,558456,-66825
89273,96.235,92766,2274215,2026-04-27T20:30:04.541572+00:00,1052,983008,0.143,KEIKO SOFIA FUJIMORI HIGUCHI,17.072,2760869,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.039,10.021,1947035,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.896,9.902,1923827,TOTAL,2026-04-28T01:30:03.954172+00:00,19429425,16172202,23208
89273,96.235,92766,2275411,2026-04-27T21:00:05.026866+00:00,1053,983712,0.149,KEIKO SOFIA FUJIMORI HIGUCHI,17.071,2761878,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.042,10.023,1948241,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.893,9.899,1924198,TOTAL,2026-04-28T02:00:04.768906+00:00,19438312,16179189,24043
86986,96.412,90223,2207608,2026-04-27T21:00:05.299298+00:00,1054,963088,0.554,KEIKO SOFIA FUJIMORI HIGUCHI,17.074,2714059,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.21,10.18,1940901,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.656,9.718,1852831,PERU,2026-04-28T02:00:04.770316+00:00,19066251,15895555,88070
28204,96.434,29247,536052,2026-04-27T21:00:07.764284+00:00,1055,248087,-16.605,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.887,1168759,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.282,2.896,192902,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.887,17.546,1168759,140000,2026-04-28T02:00:07.278595+00:00,6661172,5877033,-975857
89314,96.279,92766,2275411,2026-04-27T21:15:03.03094+00:00,1056,983712,0.149,KEIKO SOFIA FUJIMORI HIGUCHI,17.071,2761878,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.042,10.023,1948241,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.893,9.899,1924198,TOTAL,2026-04-28T02:15:02.653909+00:00,19438312,16179189,24043
3374,97.177,3472,101375,2026-04-27T21:15:03.935217+00:00,1057,48441,8.822,KEIKO SOFIA FUJIMORI HIGUCHI,17.982,95136,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,14.867,11.586,78656,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.045,4.711,31981,020000,2026-04-28T02:15:03.503252+00:00,678877,529061,46675
3858,96.862,3983,95710,2026-04-27T21:15:04.91812+00:00,1058,47154,18.068,ROBERTO HELBERT SANCHEZ PALOMINO,22.812,153535,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,22.812,18.817,153535,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,4.744,3.913,31928,070000,2026-04-28T02:15:04.531937+00:00,815922,673058,121607
28204,96.434,29247,536086,2026-04-27T21:15:06.185069+00:00,1059,248099,-16.605,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.887,1168783,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.282,2.896,192914,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.887,17.546,1168783,140000,2026-04-28T02:15:05.86438+00:00,6661432,5877247,-975869
89314,96.279,92766,2275651,2026-04-27T21:45:03.015483+00:00,1060,983859,0.148,KEIKO SOFIA FUJIMORI HIGUCHI,17.071,2762297,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.041,10.022,1948363,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.893,9.899,1924448,TOTAL,2026-04-28T02:45:02.704413+00:00,19440765,16181255,23915
86996,96.423,90223,2207848,2026-04-27T21:45:03.319539+00:00,1061,963235,0.554,KEIKO SOFIA FUJIMORI HIGUCHI,17.075,2714478,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.21,10.179,1941023,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.656,9.718,1853081,PERU,2026-04-28T02:45:02.70506+00:00,19068704,15897621,87942
28214,96.468,29247,536326,2026-04-27T21:45:05.721536+00:00,1062,248246,-16.601,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.884,1169033,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.283,2.897,193036,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.884,17.543,1169033,140000,2026-04-28T02:45:05.380485+00:00,6663885,5879313,-975997
89324,96.29,92766,2275651,2026-04-27T22:00:05.445252+00:00,1063,983859,0.148,KEIKO SOFIA FUJIMORI HIGUCHI,17.071,2762297,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.041,10.022,1948363,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.893,9.899,1924448,TOTAL,2026-04-28T03:00:04.969612+00:00,19440765,16181255,23915
89324,96.29,92766,2276106,2026-04-27T22:30:04.651841+00:00,1064,984050,0.151,KEIKO SOFIA FUJIMORI HIGUCHI,17.071,2762799,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.023,1949004,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.892,9.898,1924691,TOTAL,2026-04-28T03:30:03.910944+00:00,19444487,16184331,24313
87012,96.441,90223,2208303,2026-04-27T22:30:05.036222+00:00,1065,963426,0.555,KEIKO SOFIA FUJIMORI HIGUCHI,17.075,2714980,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.211,10.18,1941664,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.656,9.717,1853324,PERU,2026-04-28T03:30:03.953161+00:00,19072426,15900697,88340
3858,96.862,3983,95834,2026-04-27T22:30:06.322746+00:00,1066,47207,18.118,ROBERTO HELBERT SANCHEZ PALOMINO,22.856,154052,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,22.856,18.855,154052,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,4.738,3.909,31935,070000,2026-04-28T03:30:05.969356+00:00,817046,674005,122117
89340,96.307,92766,2276106,2026-04-27T22:45:03.816539+00:00,1067,984050,0.151,KEIKO SOFIA FUJIMORI HIGUCHI,17.071,2762799,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.043,10.023,1949004,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.892,9.898,1924691,TOTAL,2026-04-28T03:45:02.978374+00:00,19444487,16184331,24313
